elected,expired,dob,pageUrl,education,constituency,name,club,votes,history,party,votes/_source,history-mp,history-senate,recent-mp,recent-senate,total-mp,total-senate
09-10-2011,2014-12-05,"16-10-1961, Koronowo",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=162,wyższe,4 Bydgoszcz,Jarosław Katulski,Klub Parlamentarny Platforma Obywatelska,5872,poseł VI kadencji,Platforma Obywatelska,5872,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,2014-12-05,"26-02-1968, Lubraniec",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=426,wyższe,5 Toruń,Marek Wojtkowski,Klub Parlamentarny Platforma Obywatelska,7352,poseł VI kadencji,Platforma Obywatelska,7352,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,2014-12-15,"04-06-1974, Radom",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=422,wyższe,17 Radom,Radosław Witkowski,Klub Parlamentarny Platforma Obywatelska,7285,poseł VI kadencji,Platforma Obywatelska,7285,0:0:0:0:0:1:1,0:0:0:0:0:0:0:1,3,1,3,1
09-10-2011,None,"05-09-1959, Model",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=289,wyższe,16 Płock,Waldemar Pawlak,Klub Parlamentarny Polskiego Stronnictwa Ludowego,24491,"poseł X kadencji, poseł I kadencji, poseł II kadencji, poseł III kadencji, poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Polskie Stronnictwo Ludowe,24491,1:1:1:1:1:1:1,0:0:0:0:0:0:0:1,8,1,8,1
09-10-2011,None,"04-06-1944, Drelów",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=363,średnie zawodowe,7 Chełm,Franciszek Jerzy Stefaniuk,Klub Parlamentarny Polskiego Stronnictwa Ludowego,10527,"poseł X kadencji, poseł I kadencji, poseł II kadencji, poseł III kadencji, poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Polskie Stronnictwo Ludowe,10527,1:1:1:1:1:1:1,0:0:0:0:0:0:0:1,8,1,8,1
09-10-2011,None,"23-03-1938, Giedlarowa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=454,wyższe,8 Zielona Góra,Józef Zych,Klub Parlamentarny Polskiego Stronnictwa Ludowego,6919,"poseł X kadencji, poseł I kadencji, poseł II kadencji, poseł III kadencji, poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Polskie Stronnictwo Ludowe,6919,1:1:1:1:1:1:1,0:0:0:0:0:0:0:1,8,1,8,1
09-10-2011,None,"30-04-1946, Żnin",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=020,wyższe,4 Bydgoszcz,Anna Bańkowska,Klub Poselski Sojusz Lewicy Demokratycznej,16203,"poseł X kadencji, poseł I kadencji, poseł II kadencji, poseł III kadencji, poseł IV kadencji, poseł VI kadencji",Sojusz Lewicy Demokratycznej,16203,1:1:1:1:0:1:1,0:0:0:0:0:0:0:1,3,1,7,1
09-10-2011,None,"04-02-1944, Kałęczew",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=263,wyższe,8 Zielona Góra,Stefan Niesiołowski,Klub Parlamentarny Platforma Obywatelska,36993,"poseł X kadencji, poseł I kadencji, poseł III kadencji, senator VI kadencji, poseł VI kadencji",Platforma Obywatelska,36993,1:0:1:0:0:1:1,0:0:0:0:0:1:0:1,3,1,5,2
09-10-2011,None,"17-04-1947, Warszawa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=392,wyższe,19 Warszawa,Marcin Święcicki,Klub Parlamentarny Platforma Obywatelska,6246,"poseł X kadencji, poseł II kadencji",Platforma Obywatelska,6246,0:1:0:0:0:0:1,0:0:0:0:0:0:0:1,2,1,3,1
09-10-2011,None,"18-06-1949, Warszawa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=152,wyższe,19 Warszawa,Jarosław Kaczyński,Klub Parlamentarny Prawo i Sprawiedliwość,202297,"senator I kadencji, poseł I kadencji, poseł III kadencji, poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,202297,1:0:1:1:1:1:1,1:0:0:0:0:0:0:1,6,1,7,2
09-10-2011,None,"10-08-1964, Siedlce",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=037,wyższe,18 Siedlce,Krzysztof Borkowski,Klub Parlamentarny Polskiego Stronnictwa Ludowego,6868,"senator III kadencji, senator V kadencji, poseł VI kadencji",Polskie Stronnictwo Ludowe,6868,0:0:0:0:0:1:1,0:0:1:0:1:0:0:1,3,1,3,3
09-10-2011,2014-05-27,"18-05-1957, Kłodzko",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=443,wyższe,3 Wrocław,Bogdan Zdrojewski,Klub Parlamentarny Platforma Obywatelska,149962,"senator IV kadencji, poseł IV kadencji, poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,149962,0:0:0:1:1:1:1,0:0:0:1:0:0:0:1,5,1,5,2
09-10-2011,None,"11-10-1959, Starachowice",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=217,wyższe,33 Kielce,Krzysztof Lipiec,Klub Parlamentarny Prawo i Sprawiedliwość,6774,"senator IV kadencji, poseł V kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,6774,0:0:0:0:1:1:1,0:0:0:1:0:0:0:1,4,1,4,2
09-10-2011,None,"24-04-1953, Wrocław",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=133,wyższe,3 Wrocław,Stanisław Huskowski,Klub Parlamentarny Platforma Obywatelska,7164,"senator V kadencji, poseł V kadencji, poseł VI kadencji",Platforma Obywatelska,7164,0:0:0:0:1:1:1,0:0:0:0:1:0:0:1,4,1,4,2
09-10-2011,None,"22-04-1955, Gdańsk",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=099,wyższe,34 Elbląg,Elżbieta Gelert,Klub Parlamentarny Platforma Obywatelska,15901,senator VI kadencji,Platforma Obywatelska,15901,0:0:0:0:0:0:1,0:0:0:0:0:1:0:1,2,1,2,2
09-10-2011,None,"08-09-1960, Olsztyn",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=378,wyższe,35 Olsztyn,Jerzy Szmit,Klub Parlamentarny Prawo i Sprawiedliwość,17234,senator VI kadencji,Prawo i Sprawiedliwość,17234,0:0:0:0:0:0:1,0:0:0:0:0:1:0:1,2,1,2,2
09-10-2011,None,"04-12-1961, Kraków",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=110,wyższe,13 Kraków,Jarosław Gowin,Klub Parlamentarny Zjednoczona Prawica,62570,"senator VI kadencji, poseł VI kadencji",Platforma Obywatelska,62570,0:0:0:0:0:1:1,0:0:0:0:0:1:0:1,3,1,3,2
09-10-2011,None,"23-09-1953, Wańkowa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=268,wyższe,27 Bielsko-Biała,Mirosława Nykiel,Klub Parlamentarny Platforma Obywatelska,43329,"senator VI kadencji, poseł VI kadencji",Platforma Obywatelska,43329,0:0:0:0:0:1:1,0:0:0:0:0:1:0:1,3,1,3,2
09-10-2011,None,"22-06-1955, Wschowa",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=322,wyższe,8 Zielona Góra,Elżbieta Rafalska,Klub Parlamentarny Prawo i Sprawiedliwość,14812,"senator VI kadencji, poseł VI kadencji",Prawo i Sprawiedliwość,14812,0:0:0:0:0:1:1,0:0:0:0:0:1:0:1,3,1,3,2
09-10-2011,None,"14-04-1971, Koźminek",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=419,wyższe,36 Kalisz,Mariusz Witczak,Klub Parlamentarny Platforma Obywatelska,31263,"senator VI kadencji, senator VII kadencji",Platforma Obywatelska,31263,0:0:0:0:0:0:1,0:0:0:0:0:1:1:1,2,3,2,3
09-10-2011,None,"19-07-1952, Bochnia",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=303,wyższe,22 Krosno,Stanisław Piotrowicz,Klub Parlamentarny Prawo i Sprawiedliwość,12325,senator VII kadencji,Prawo i Sprawiedliwość,12325,0:0:0:0:0:0:1,0:0:0:0:0:0:1:1,2,2,2,2
09-10-2011,None,"14-04-1961, Katowice",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=190,wyższe,27 Bielsko-Biała,Sławomir Kowalski,Klub Parlamentarny Platforma Obywatelska,13389,senator VII kadencji,Platforma Obywatelska,13389,0:0:0:0:0:0:1,0:0:0:0:0:0:1:1,2,2,2,2
09-10-2011,2013-08-09,"14-05-1971, Zgierz",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=210,wyższe,9 Łódź,Krzysztof Kwiatkowski,Klub Parlamentarny Platforma Obywatelska,68814,senator VII kadencji,Platforma Obywatelska,68814,0:0:0:0:0:0:1,0:0:0:0:0:0:1:1,2,2,2,2
09-10-2011,2014-12-01,"27-03-1971, Kościan",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=002,wyższe,36 Kalisz,Małgorzata Adamczak,Klub Parlamentarny Platforma Obywatelska,18119,senator VII kadencji,Platforma Obywatelska,18119,0:0:0:0:0:0:1,0:0:0:0:0:0:1:1,2,2,2,2
09-10-2011,None,"09-08-1955, Przemyśl",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=205,średnie policealne/pomaturalne,22 Krosno,Marek Kuchciński,Klub Parlamentarny Prawo i Sprawiedliwość,23128,Wicemarszałek Sejmu od 08-11-2011,Prawo i Sprawiedliwość,23128,0:0:0:0:0:0:1,0:0:0:0:0:0:0:1,2,1,2,1
09-10-2011,None,"29-12-1954, Kowalewo Opactwo",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=121,wyższe,37 Konin,Eugeniusz Tomasz Grzeszczak,Klub Parlamentarny Polskiego Stronnictwa Ludowego,9648,Wicemarszałek Sejmu od 08-11-2011,Polskie Stronnictwo Ludowe,9648,0:0:0:0:0:0:1,0:0:0:0:0:0:0:1,2,1,2,1
09-10-2011,None,"26-04-1960, Łódź",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=115,wyższe,9 Łódź,Cezary Grabarczyk,Klub Parlamentarny Platforma Obywatelska,24582,Wicemarszałek Sejmu od 08-11-2011 do 22-09-2014,Platforma Obywatelska,24582,0:0:0:0:0:0:1,0:0:0:0:0:0:0:1,2,1,2,1
09-10-2011,None,"22-04-1954, Toruń",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=415,wyższe,5 Toruń,Jerzy Wenderlich,Klub Poselski Sojusz Lewicy Demokratycznej,19078,Wicemarszałek Sejmu od 08-11-2011. Od 22-09-2014 do 24-09-2014 pełnił obowiązki Marszałka Sejmu na podstawie art. 10b Regulaminu Sejmu,Sojusz Lewicy Demokratycznej,19078,0:0:0:0:0:0:1,0:0:0:0:0:0:0:1,2,1,2,1
09-10-2011,None,"06-01-1958, Białocin",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=321,wyższe,10 Piotrków Trybunalski,Elżbieta Radziszewska,Klub Parlamentarny Platforma Obywatelska,19269,Wicemarszałek Sejmu od 24-09-2014,Platforma Obywatelska,19269,0:0:0:0:0:0:1,0:0:0:0:0:0:0:1,2,1,2,1
09-10-2011,None,"21-11-1956, Lublin",http://www.sejm.gov.pl/Sejm7.nsf/posel.xsp?id=267,wyższe,19 Warszawa,Wanda Nowicka,Posłanka niezrzeszona,7065,Wicemarszałkini Sejmu od 08-11-2011,Ruch Palikota,7065,0:0:0:0:0:0:1,0:0:0:0:0:0:0:1,2,1,2,1
